date,Positive,Positive (low),Positive (high),Negative,Negative (low),Negative (high),Positive (under-50s),Positive (under-50s) (low),Positive (under-50s) (high),Negative (under-50s),Negative (under-50s) (low),Negative (under-50s) (high),Positive (over-50s),Positive (over-50s) (low),Positive (over-50s) (high),Negative (over-50s),Negative (over-50s) (low),Negative (over-50s) (high),Positive (poll),Negative (poll),Positive (under-50s) (poll),Negative (under-50s) (poll),Positive (over-50s) (poll),Negative (over-50s) (poll)
2022-02-10,30.67,29.76,31.55,34.93,32.06,38.65,,,,,,,,,,,,,32.0,32.0,,,,
2022-02-11,30.63,29.73,31.53,34.86,32.09,38.57,,,,,,,,,,,,,,,,,,
2022-02-12,30.59,29.71,31.51,34.8,32.1,38.49,,,,,,,,,,,,,30.0,37.0,,,,
2022-02-13,30.56,29.69,31.49,34.73,32.04,38.48,,,,,,,,,,,,,,,,,,
2022-02-14,30.52,29.66,31.47,34.68,32.0,38.41,,,,,,,,,,,,,29.0,34.0,,,,
2022-02-15,30.5,29.64,31.45,34.63,31.98,38.4,,,,,,,,,,,,,,,,,,
2022-02-16,30.47,29.61,31.42,34.6,31.93,38.31,,,,,,,,,,,,,,,,,,
2022-02-17,30.45,29.58,31.39,34.58,31.88,38.15,,,,,,,,,,,,,,,,,,
2022-02-18,30.43,29.55,31.36,34.57,31.86,38.05,,,,,,,,,,,,,,,,,,
2022-02-19,30.42,29.55,31.36,34.57,31.84,37.97,,,,,,,,,,,,,,,,,,
2022-02-20,30.41,29.57,31.35,34.59,31.81,37.93,,,,,,,,,,,,,,,,,,
2022-02-21,30.4,29.59,31.33,34.61,31.8,37.93,,,,,,,,,,,,,30.0,31.0,,,,
2022-02-22,30.4,29.57,31.33,34.65,31.85,37.94,,,,,,,,,,,,,,,,,,
2022-02-23,30.4,29.57,31.35,34.69,31.81,37.96,,,,,,,,,,,,,,,,,,
2022-02-24,30.4,29.57,31.39,34.74,31.8,37.98,,,,,,,,,,,,,32.0,27.5,,,,
2022-02-25,30.4,29.58,31.43,34.79,31.86,38.02,,,,,,,,,,,,,,,,,,
2022-02-26,30.41,29.58,31.48,34.85,31.91,38.09,,,,,,,,,,,,,,,,,,
2022-02-27,30.42,29.61,31.52,34.91,31.9,38.26,,,,,,,,,,,,,,,,,,
2022-02-28,30.43,29.63,31.53,34.97,31.93,38.26,,,,,,,,,,,,,30.0,30.0,,,,
2022-03-01,30.44,29.66,31.52,35.03,31.82,38.33,,,,,,,,,,,,,,,,,,
2022-03-02,30.45,29.66,31.49,35.09,31.71,38.62,,,,,,,,,,,,,,,,,,
2022-03-03,30.46,29.64,31.47,35.14,31.64,38.64,,,,,,,,,,,,,,,,,,
2022-03-04,30.47,29.63,31.48,35.19,31.77,38.64,,,,,,,,,,,,,,,,,,
2022-03-05,30.48,29.64,31.46,35.24,31.89,38.64,,,,,,,,,,,,,27.0,39.0,,,,
2022-03-06,30.49,29.63,31.45,35.28,31.93,38.66,,,,,,,,,,,,,,,,,,
2022-03-07,30.49,29.6,31.44,35.31,31.88,38.97,,,,,,,,,,,,,,,,,,
2022-03-08,30.49,29.57,31.44,35.35,31.85,39.11,,,,,,,,,,,,,,,,,,
2022-03-09,30.49,29.56,31.44,35.38,31.88,39.19,,,,,,,,,,,,,29.0,32.0,,,,
2022-03-10,30.48,29.55,31.44,35.42,31.95,39.16,,,,,,,,,,,,,,,,,,
2022-03-11,30.46,29.54,31.44,35.45,31.88,39.14,,,,,,,,,,,,,,,,,,
2022-03-12,30.45,29.5,31.42,35.49,31.92,39.11,,,,,,,,,,,,,32.0,34.0,,,,
2022-03-13,30.42,29.45,31.42,35.53,31.94,39.09,,,,,,,,,,,,,,,,,,
2022-03-14,30.4,29.4,31.41,35.58,31.95,39.07,,,,,,,,,,,,,,,,,,
2022-03-15,30.36,29.35,31.36,35.63,31.99,39.06,,,,,,,,,,,,,,,,,,
2022-03-16,30.33,29.29,31.35,35.68,32.05,39.17,,,,,,,,,,,,,,,,,,
2022-03-17,30.29,29.24,31.31,35.74,32.13,39.31,,,,,,,,,,,,,,,,,,
2022-03-18,30.25,29.21,31.3,35.81,32.26,39.41,,,,,,,,,,,,,,,,,,
2022-03-19,30.21,29.19,31.25,35.87,32.39,39.5,,,,,,,,,,,,,,,,,,
2022-03-20,30.17,29.1,31.21,35.94,32.48,39.69,,,,,,,,,,,,,31.0,30.0,,,,
2022-03-21,30.13,29.06,31.17,36.01,32.53,39.82,,,,,,,,,,,,,,,,,,
2022-03-22,30.09,29.04,31.13,36.08,32.61,39.92,,,,,,,,,,,,,34.0,50.0,,,,
2022-03-23,30.05,29.03,31.11,36.14,32.65,40.0,,,,,,,,,,,,,33.0,54.0,,,,
2022-03-24,30.01,28.93,31.11,36.21,32.69,39.93,,,,,,,,,,,,,28.0,32.0,,,,
2022-03-25,29.98,28.88,31.11,36.28,32.71,39.91,,,,,,,,,,,,,,,,,,
2022-03-26,29.94,28.81,31.08,36.34,32.75,40.0,,,,,,,,,,,,,,,,,,
2022-03-27,29.91,28.75,31.05,36.39,32.83,40.07,,,,,,,,,,,,,,,,,,
2022-03-28,29.88,28.69,30.97,36.44,32.87,40.13,,,,,,,,,,,,,,,,,,
2022-03-29,29.85,28.63,30.89,36.47,32.94,40.16,,,,,,,,,,,,,,,,,,
2022-03-30,29.82,28.59,30.89,36.5,33.05,40.17,,,,,,,,,,,,,,,,,,
2022-03-31,29.8,28.51,30.88,36.51,33.09,40.16,,,,,,,,,,,,,,,,,,
2022-04-01,29.77,28.48,30.87,36.51,33.11,40.12,,,,,,,,,,,,,,,,,,
2022-04-02,29.75,28.45,30.83,36.49,33.13,40.06,,,,,,,,,,,,,30.0,41.0,,,,
2022-04-03,29.72,28.41,30.77,36.46,33.16,40.02,,,,,,,,,,,,,31.0,31.0,,,,
2022-04-04,29.69,28.36,30.75,36.42,33.18,39.92,,,,,,,,,,,,,,,,,,
2022-04-05,29.66,28.32,30.72,36.36,33.14,39.7,,,,,,,,,,,,,,,,,,
2022-04-06,29.62,28.31,30.63,36.3,33.05,39.58,,,,,,,,,,,,,,,,,,
2022-04-07,29.59,28.28,30.54,36.23,33.03,39.51,,,,,,,,,,,,,27.0,34.0,,,,
2022-04-08,29.54,28.25,30.48,36.15,33.03,39.45,,,,,,,,,,,,,,,,,,
2022-04-09,29.49,28.24,30.44,36.07,33.04,39.4,,,,,,,,,,,,,31.0,36.0,,,,
2022-04-10,29.44,28.22,30.39,35.99,33.08,39.29,,,,,,,,,,,,,27.0,32.0,,,,
2022-04-11,29.38,28.2,30.32,35.91,33.0,39.14,,,,,,,,,,,,,,,,,,
2022-04-12,29.32,28.12,30.26,35.83,33.01,39.06,,,,,,,,,,,,,,,,,,
2022-04-13,29.25,28.09,30.2,35.74,32.95,38.96,,,,,,,,,,,,,,,,,,
2022-04-14,29.19,28.07,30.14,35.65,32.84,38.79,,,,,,,,,,,,,,,,,,
2022-04-15,29.12,28.03,30.07,35.56,32.82,38.66,,,,,,,,,,,,,,,,,,
2022-04-16,29.05,27.99,29.97,35.47,32.74,38.55,,,,,,,,,,,,,,,,,,
2022-04-17,28.98,27.96,29.84,35.38,32.7,38.42,,,,,,,,,,,,,25.0,30.0,,,,
2022-04-18,28.9,27.92,29.75,35.29,32.66,38.25,,,,,,,,,,,,,,,,,,
2022-04-19,28.83,27.8,29.66,35.2,32.64,38.06,,,,,,,,,,,,,,,,,,
2022-04-20,28.77,27.72,29.55,35.12,32.62,37.9,,,,,,,,,,,,,29.0,35.0,,,,
2022-04-21,28.7,27.68,29.49,35.04,32.56,37.75,,,,,,,,,,,,,,,,,,
2022-04-22,28.64,27.59,29.43,34.97,32.54,37.61,,,,,,,,,,,,,,,,,,
2022-04-23,28.58,27.53,29.38,34.9,32.45,37.48,,,,,,,,,,,,,,,,,,
2022-04-24,28.52,27.47,29.35,34.84,32.27,37.37,,,,,,,,,,,,,30.5,37.5,,,,
2022-04-25,28.47,27.45,29.3,34.79,32.15,37.3,,,,,,,,,,,,,,,,,,
2022-04-26,28.42,27.42,29.22,34.76,32.09,37.23,,,,,,,,,,,,,,,,,,
2022-04-27,28.38,27.38,29.17,34.73,31.98,37.32,,,,,,,,,,,,,,,,,,
2022-04-28,28.35,27.31,29.17,34.71,31.86,37.33,,,,,,,,,,,,,,,,,,
2022-04-29,28.32,27.29,29.14,34.71,31.82,37.29,,,,,,,,,,,,,,,,,,
2022-04-30,28.29,27.28,29.14,34.71,31.85,37.28,,,,,,,,,,,,,,,,,,
2022-05-01,28.27,27.23,29.13,34.72,31.85,37.36,,,,,,,,,,,,,28.0,30.0,,,,
2022-05-02,28.25,27.21,29.13,34.73,31.87,37.46,,,,,,,,,,,,,,,,,,
2022-05-03,28.23,27.19,29.12,34.75,31.89,37.5,,,,,,,,,,,,,,,,,,
2022-05-04,28.21,27.18,29.13,34.76,31.86,37.59,,,,,,,,,,,,,,,,,,
2022-05-05,28.2,27.17,29.14,34.77,31.8,37.65,,,,,,,,,,,,,,,,,,
2022-05-06,28.19,27.17,29.1,34.78,31.75,37.67,,,,,,,,,,,,,,,,,,
2022-05-07,28.18,27.16,29.09,34.79,31.73,37.73,,,,,,,,,,,,,,,,,,
2022-05-08,28.17,27.17,29.08,34.8,31.73,37.78,,,,,,,,,,,,,26.0,28.0,,,,
2022-05-09,28.16,27.15,29.08,34.8,31.72,37.76,,,,,,,,,,,,,,,,,,
2022-05-10,28.16,27.13,29.07,34.81,31.66,37.75,,,,,,,,,,,,,,,,,,
2022-05-11,28.15,27.1,29.07,34.81,31.71,37.74,,,,,,,,,,,,,,,,,,
2022-05-12,28.15,27.08,29.07,34.81,31.77,37.77,,,,,,,,,,,,,28.0,35.0,,,,
2022-05-13,28.15,27.09,29.06,34.81,31.81,37.8,,,,,,,,,,,,,,,,,,
2022-05-14,28.15,27.11,29.05,34.81,31.84,37.81,,,,,,,,,,,,,31.0,48.0,,,,
2022-05-15,28.15,27.13,29.05,34.81,31.84,37.73,,,,,,,,,,,,,25.0,34.0,,,,
2022-05-16,28.15,27.14,29.06,34.81,31.84,37.67,,,,,,,,,,,,,,,,,,
2022-05-17,28.14,27.16,29.06,34.81,31.86,37.74,,,,,,,,,,,,,,,,,,
2022-05-18,28.14,27.18,29.04,34.81,31.92,37.8,,,,,,,,,,,,,,,,,,
2022-05-19,28.14,27.2,29.0,34.81,31.96,37.76,,,,,,,,,,,,,,,,,,
2022-05-20,28.13,27.2,28.99,34.81,32.05,37.71,,,,,,,,,,,,,,,,,,
2022-05-21,28.13,27.16,28.99,34.81,32.09,37.64,,,,,,,,,,,,,,,,,,
2022-05-22,28.13,27.19,28.97,34.81,32.12,37.54,,,,,,,,,,,,,27.0,34.0,,,,
2022-05-23,28.12,27.18,28.97,34.81,32.22,37.48,,,,,,,,,,,,,,,,,,
2022-05-24,28.12,27.19,28.98,34.82,32.2,37.54,,,,,,,,,,,,,,,,,,
2022-05-25,28.11,27.2,28.99,34.82,32.25,37.56,,,,,,,,,,,,,,,,,,
2022-05-26,28.11,27.17,28.99,34.83,32.33,37.5,,,,,,,,,,,,,30.0,36.0,,,,
2022-05-27,28.12,27.17,28.99,34.84,32.43,37.44,,,,,,,,,,,,,,,,,,
2022-05-28,28.12,27.18,28.99,34.86,32.54,37.51,,,,,,,,,,,,,,,,,,
2022-05-29,28.14,27.2,29.0,34.88,32.58,37.6,,,,,,,,,,,,,27.0,31.0,,,,
2022-05-30,28.16,27.22,29.01,34.91,32.64,37.65,,,,,,,,,,,,,,,,,,
2022-05-31,28.19,27.27,29.02,34.95,32.75,37.58,,,,,,,,,,,,,,,,,,
2022-06-01,28.23,27.32,29.05,34.99,32.9,37.52,,,,,,,,,,,,,,,,,,
2022-06-02,28.28,27.38,29.08,35.05,33.03,37.47,,,,,,,,,,,,,,,,,,
2022-06-03,28.34,27.45,29.13,35.12,33.17,37.44,,,,,,,,,,,,,,,,,,
2022-06-04,28.41,27.54,29.21,35.2,33.32,37.41,,,,,,,,,,,,,,,,,,
2022-06-05,28.48,27.62,29.25,35.28,33.44,37.36,,,,,,,,,,,,,,,,,,
2022-06-06,28.56,27.68,29.34,35.36,33.57,37.28,,,,,,,,,,,,,,,,,,
2022-06-07,28.64,27.79,29.44,35.45,33.7,37.25,,,,,,,,,,,,,,,,,,
2022-06-08,28.72,27.91,29.56,35.54,33.82,37.32,,,,,,,,,,,,,,,,,,
2022-06-09,28.8,27.97,29.67,35.63,33.94,37.47,,,,,,,,,,,,,,,,,,
2022-06-10,28.88,28.09,29.8,35.72,34.03,37.63,,,,,,,,,,,,,30.0,36.0,,,,
2022-06-11,28.97,28.18,29.96,35.81,34.15,37.82,,,,,,,,,,,,,,,,,,
2022-06-12,29.05,28.23,30.12,35.89,34.24,38.02,,,,,,,,,,,,,28.0,31.0,,,,
2022-06-13,29.12,28.26,30.24,35.98,34.3,38.18,,,,,,,,,,,,,,,,,,
2022-06-14,29.2,28.31,30.38,36.06,34.35,38.39,,,,,,,,,,,,,,,,,,
2022-06-15,29.27,28.39,30.51,36.14,34.43,38.51,,,,,,,,,,,,,,,,,,
2022-06-16,29.34,28.47,30.61,36.21,34.42,38.59,,,,,,,,,,,,,,,,,,
2022-06-17,29.41,28.51,30.7,36.28,34.34,38.68,,,,,,,,,,,,,,,,,,
2022-06-18,29.47,28.54,30.78,36.36,34.41,38.78,,,,,,,,,,,,,,,,,,
2022-06-19,29.53,28.57,30.87,36.43,34.45,38.84,,,,,,,,,,,,,,,,,,
2022-06-20,29.58,28.6,31.03,36.5,34.4,39.04,,,,,,,,,,,,,,,,,,
2022-06-21,29.63,28.61,31.08,36.57,34.43,39.14,,,,,,,,,,,,,,,,,,
2022-06-22,29.67,28.61,31.12,36.64,34.47,39.2,,,,,,,,,,,,,,,,,,
2022-06-23,29.71,28.64,31.14,36.72,34.51,39.45,,,,,,,,,,,,,29.0,37.0,,,,
2022-06-24,29.74,28.64,31.17,36.8,34.56,39.79,,,,,,,,,,,,,,,,,,
2022-06-25,29.77,28.66,31.18,36.89,34.61,40.06,,,,,,,,,,,,,,,,,,
2022-06-26,29.79,28.66,31.23,36.98,34.69,40.2,,,,,,,,,,,,,,,,,,
2022-06-27,29.8,28.66,31.29,37.08,34.8,40.28,,,,,,,,,,,,,,,,,,
2022-06-28,29.81,28.65,31.35,37.18,34.92,40.34,,,,,,,,,,,,,,,,,,
2022-06-29,29.81,28.65,31.41,37.28,35.05,40.64,,,,,,,,,,,,,,,,,,
2022-06-30,29.81,28.65,31.45,37.39,35.14,40.87,,,,,,,,,,,,,,,,,,
2022-07-01,29.8,28.65,31.45,37.49,35.25,40.98,,,,,,,,,,,,,,,,,,
2022-07-02,29.79,28.65,31.43,37.6,35.27,41.03,,,,,,,,,,,,,,,,,,
2022-07-03,29.77,28.64,31.39,37.7,35.29,41.06,,,,,,,,,,,,,29.0,36.0,,,,
2022-07-04,29.76,28.63,31.36,37.8,35.34,41.1,,,,,,,,,,,,,,,,,,
2022-07-05,29.74,28.62,31.3,37.89,35.34,41.26,,,,,,,,,,,,,,,,,,
2022-07-06,29.71,28.6,31.2,37.99,35.3,41.3,,,,,,,,,,,,,32.5,42.5,,,,
2022-07-07,29.69,28.57,31.12,38.08,35.39,41.4,,,,,,,,,,,,,30.0,37.0,,,,
2022-07-08,29.67,28.53,31.05,38.16,35.39,41.61,,,,,,,,,,,,,,,,,,
2022-07-09,29.64,28.49,31.05,38.24,35.39,41.77,,,,,,,,,,,,,,,,,,
2022-07-10,29.62,28.45,31.06,38.32,35.41,41.98,,,,,,,,,,,,,28.0,37.0,,,,
2022-07-11,29.6,28.44,31.06,38.38,35.48,42.09,,,,,,,,,,,,,,,,,,
2022-07-12,29.58,28.43,31.06,38.44,35.5,42.29,,,,,,,,,,,,,,,,,,
2022-07-13,29.55,28.4,31.01,38.49,35.45,42.42,,,,,,,,,,,,,,,,,,
2022-07-14,29.53,28.36,30.91,38.52,35.43,42.5,,,,,,,,,,,,,,,,,,
2022-07-15,29.51,28.32,30.89,38.55,35.4,42.4,,,,,,,,,,,,,,,,,,
2022-07-16,29.48,28.31,30.85,38.56,35.38,42.41,,,,,,,,,,,,,,,,,,
2022-07-17,29.46,28.31,30.76,38.55,35.36,42.48,,,,,,,,,,,,,,,,,,
2022-07-18,29.43,28.31,30.72,38.53,35.33,42.52,,,,,,,,,,,,,,,,,,
2022-07-19,29.41,28.3,30.67,38.49,35.24,42.55,,,,,,,,,,,,,,,,,,
2022-07-20,29.38,28.3,30.63,38.45,35.16,42.55,,,,,,,,,,,,,,,,,,
2022-07-21,29.35,28.28,30.58,38.39,35.09,42.54,,,,,,,,,,,,,31.0,31.0,,,,
2022-07-22,29.32,28.27,30.55,38.32,35.0,42.48,,,,,,,,,,,,,,,,,,
2022-07-23,29.29,28.24,30.48,38.23,34.91,42.42,,,,,,,,,,,,,,,,,,
2022-07-24,29.25,28.19,30.4,38.14,34.8,42.39,,,,,,,,,,,,,,,,,,
2022-07-25,29.21,28.17,30.33,38.05,34.68,42.36,,,,,,,,,,,,,,,,,,
2022-07-26,29.17,28.12,30.25,37.94,34.55,42.3,,,,,,,,,,,,,,,,,,
2022-07-27,29.12,28.11,30.18,37.83,34.42,42.23,,,,,,,,,,,,,27.0,37.0,,,,
2022-07-28,29.07,28.1,30.09,37.71,34.3,42.14,,,,,,,,,,,,,,,,,,
2022-07-29,29.02,28.09,30.02,37.58,34.17,42.05,,,,,,,,,,,,,,,,,,
2022-07-30,28.96,28.08,29.94,37.45,34.04,41.94,,,,,,,,,,,,,28.0,54.0,,,,
2022-07-31,28.89,28.04,29.89,37.31,33.9,41.71,,,,,,,,,,,,,,,,,,
2022-08-01,28.82,28.02,29.83,37.17,33.77,41.63,,,,,,,,,,,,,,,,,,
2022-08-02,28.74,28.0,29.74,37.01,33.62,41.48,,,,,,,,,,,,,,,,,,
2022-08-03,28.66,27.93,29.63,36.85,33.4,41.27,,,,,,,,,,,,,,,,,,
2022-08-04,28.58,27.82,29.52,36.69,33.15,41.05,,,,,,,,,,,,,27.0,33.0,,,,
2022-08-05,28.5,27.78,29.39,36.53,32.97,40.86,,,,,,,,,,,,,,,,,,
2022-08-06,28.43,27.71,29.32,36.37,32.88,40.66,,,,,,,,,,,,,,,,,,
2022-08-07,28.35,27.62,29.24,36.21,32.72,40.53,,,,,,,,,,,,,,,,,,
2022-08-08,28.28,27.57,29.11,36.07,32.6,40.41,,,,,,,,,,,,,,,,,,
2022-08-09,28.22,27.52,29.07,35.94,32.54,40.28,,,,,,,,,,,,,,,,,,
2022-08-10,28.17,27.45,29.0,35.82,32.43,40.13,,,,,,,,,,,,,,,,,,
2022-08-11,28.13,27.43,28.96,35.72,32.44,39.98,,,,,,,,,,,,,,,,,,
2022-08-12,28.11,27.41,28.9,35.63,32.41,39.75,,,,,,,,,,,,,,,,,,
2022-08-13,28.09,27.42,28.89,35.54,32.46,39.51,,,,,,,,,,,,,,,,,,
2022-08-14,28.09,27.44,28.9,35.47,32.43,39.25,,,,,,,,,,,,,29.0,33.0,,,,
2022-08-15,28.1,27.44,28.9,35.41,32.39,39.07,,,,,,,,,,,,,,,,,,
2022-08-16,28.13,27.48,28.97,35.36,32.37,39.04,,,,,,,,,,,,,,,,,,
2022-08-17,28.16,27.5,29.03,35.32,32.44,38.8,,,,,,,,,,,,,,,,,,
2022-08-18,28.21,27.52,29.1,35.28,32.47,38.59,,,,,,,,,,,,,,,,,,
2022-08-19,28.27,27.55,29.16,35.25,32.5,38.54,,,,,,,,,,,,,,,,,,
2022-08-20,28.33,27.59,29.34,35.23,32.45,38.58,,,,,,,,,,,,,,,,,,
2022-08-21,28.41,27.65,29.54,35.21,32.5,38.66,,,,,,,,,,,,,29.0,30.0,,,,
2022-08-22,28.49,27.7,29.67,35.18,32.56,38.79,,,,,,,,,,,,,,,,,,
2022-08-23,28.59,27.78,29.83,35.16,32.63,38.85,,,,,,,,,,,,,,,,,,
2022-08-24,28.7,27.87,29.96,35.13,32.61,38.85,,,,,,,,,,,,,,,,,,
2022-08-25,28.82,27.94,30.17,35.11,32.67,38.89,,,,,,,,,,,,,,,,,,
2022-08-26,28.95,28.07,30.46,35.09,32.52,38.92,,,,,,,,,,,,,,,,,,
2022-08-27,29.09,28.16,30.64,35.07,32.38,38.92,,,,,,,,,,,,,,,,,,
2022-08-28,29.24,28.23,30.8,35.05,32.36,38.9,,,,,,,,,,,,,27.0,33.0,,,,
2022-08-29,29.39,28.35,30.94,35.03,32.24,38.94,,,,,,,,,,,,,,,,,,
2022-08-30,29.55,28.46,31.08,35.02,32.09,39.08,,,,,,,,,,,,,,,,,,
2022-08-31,29.7,28.57,31.23,35.01,31.98,39.11,,,,,,,,,,,,,,,,,,
2022-09-01,29.86,28.68,31.4,35.01,31.65,39.12,,,,,,,,,,,,,,,,,,
2022-09-02,30.01,28.73,31.58,35.02,31.43,38.98,,,,,,,,,,,,,,,,,,
2022-09-03,30.15,28.8,31.8,35.03,31.4,38.92,,,,,,,,,,,,,,,,,,
2022-09-04,30.29,28.88,32.06,35.04,31.41,38.9,,,,,,,,,,,,,26.0,31.0,,,,
2022-09-05,30.43,28.98,32.18,35.06,31.44,38.79,,,,,,,,,,,,,,,,,,
2022-09-06,30.57,29.12,32.34,35.08,31.5,38.8,,,,,,,,,,,,,,,,,,
2022-09-07,30.71,29.25,32.49,35.11,31.57,38.92,,,,,,,,,,,,,28.0,31.0,,,,
2022-09-08,30.85,29.35,32.63,35.13,31.59,39.08,,,,,,,,,,,,,,,,,,
2022-09-09,30.99,29.44,32.75,35.16,31.6,39.23,,,,,,,,,,,,,,,,,,
2022-09-10,31.14,29.54,32.86,35.19,31.61,39.36,,,,,,,,,,,,,,,,,,
2022-09-11,31.28,29.63,32.99,35.22,31.64,39.48,,,,,,,,,,,,,31.0,45.0,,,,
2022-09-12,31.43,29.81,33.2,35.25,31.68,39.45,,,,,,,,,,,,,,,,,,
2022-09-13,31.59,30.0,33.34,35.28,31.69,39.41,,,,,,,,,,,,,,,,,,
2022-09-14,31.74,30.16,33.44,35.31,31.66,39.38,,,,,,,,,,,,,,,,,,
2022-09-15,31.9,30.27,33.62,35.34,31.68,39.35,,,,,,,,,,,,,,,,,,
2022-09-16,32.05,30.44,33.8,35.38,31.8,39.38,,,,,,,,,,,,,,,,,,
2022-09-17,32.21,30.62,33.97,35.41,31.92,39.39,,,,,,,,,,,,,,,,,,
2022-09-18,32.37,30.77,34.11,35.45,31.96,39.42,,,,,,,,,,,,,33.0,29.0,,,,
2022-09-19,32.53,30.85,34.3,35.49,32.0,39.45,,,,,,,,,,,,,,,,,,
2022-09-20,32.69,31.02,34.48,35.53,32.0,39.45,,,,,,,,,,,,,,,,,,
2022-09-21,32.85,31.17,34.66,35.57,31.99,39.51,,,,,,,,,,,,,31.0,42.0,,,,
2022-09-22,33.02,31.32,34.82,35.62,31.99,39.54,,,,,,,,,,,,,,,,,,
2022-09-23,33.18,31.5,34.98,35.66,31.96,39.63,,,,,,,,,,,,,,,,,,
2022-09-24,33.34,31.69,35.16,35.7,31.93,39.6,,,,,,,,,,,,,,,,,,
2022-09-25,33.5,31.86,35.38,35.73,31.91,39.69,,,,,,,,,,,,,31.0,29.0,,,,
2022-09-26,33.66,32.05,35.49,35.75,31.92,39.72,,,,,,,,,,,,,,,,,,
2022-09-27,33.83,32.21,35.61,35.75,31.95,39.71,,,,,,,,,,,,,,,,,,
2022-09-28,33.99,32.38,35.84,35.74,31.95,39.67,,,,,,,,,,,,,,,,,,
2022-09-29,34.15,32.56,35.96,35.72,31.92,39.67,,,,,,,,,,,,,38.0,29.0,,,,
2022-09-30,34.32,32.79,36.13,35.68,31.77,39.64,,,,,,,,,,,,,,,,,,
2022-10-01,34.48,32.98,36.42,35.63,31.73,39.53,,,,,,,,,,,,,40.0,47.0,,,,
2022-10-02,34.64,33.08,36.6,35.56,31.69,39.48,,,,,,,,,,,,,32.0,26.0,,,,
2022-10-03,34.8,33.27,36.74,35.48,31.64,39.33,,,,,,,,,,,,,,,,,,
2022-10-04,34.96,33.41,36.9,35.38,31.6,39.09,,,,,,,,,,,,,,,,,,
2022-10-05,35.12,33.55,37.08,35.27,31.55,38.97,,,,,,,,,,,,,,,,,,
2022-10-06,35.28,33.77,37.24,35.15,31.5,38.93,,,,,,,,,,,,,,,,,,
2022-10-07,35.43,33.94,37.39,35.02,31.4,38.75,,,,,,,,,,,,,,,,,,
2022-10-08,35.59,34.09,37.54,34.87,31.35,38.51,,,,,,,,,,,,,,,,,,
2022-10-09,35.74,34.23,37.64,34.72,31.35,38.26,,,,,,,,,,,,,32.0,28.0,,,,
2022-10-10,35.89,34.37,37.78,34.57,31.22,38.13,,,,,,,,,,,,,,,,,,
2022-10-11,36.03,34.51,37.89,34.42,30.99,38.05,,,,,,,,,,,,,,,,,,
2022-10-12,36.18,34.62,37.98,34.27,30.79,37.85,,,,,,,,,,,,,43.0,41.0,,,,
2022-10-13,36.31,34.73,38.06,34.12,30.69,37.52,,,,,,,,,,,,,,,,,,
2022-10-14,36.45,34.85,38.18,33.97,30.58,37.25,,,,,,,,,,,,,,,,,,
2022-10-15,36.58,35.01,38.27,33.83,30.49,37.12,,,,,,,,,,,,,41.0,46.0,,,,
2022-10-16,36.71,35.17,38.36,33.69,30.42,36.99,,,,,,,,,,,,,34.0,26.0,,,,
2022-10-17,36.83,35.3,38.47,33.56,30.35,36.86,,,,,,,,,,,,,,,,,,
2022-10-18,36.95,35.44,38.65,33.44,30.29,36.76,,,,,,,,,,,,,,,,,,
2022-10-19,37.07,35.59,38.79,33.33,30.16,36.7,,,,,,,,,,,,,,,,,,
2022-10-20,37.18,35.73,38.9,33.22,30.06,36.61,,,,,,,,,,,,,,,,,,
2022-10-21,37.29,35.84,39.0,33.12,30.02,36.57,,,,,,,,,,,,,,,,,,
2022-10-22,37.39,35.98,39.1,33.02,29.94,36.65,,,,,,,,,,,,,,,,,,
2022-10-23,37.48,36.04,39.17,32.92,29.91,36.63,,,,,,,,,,,,,,,,,,
2022-10-24,37.57,36.12,39.31,32.83,29.9,36.63,,,,,,,,,,,,,44.0,41.0,,,,
2022-10-25,37.65,36.18,39.35,32.74,29.8,36.58,,,,,,,,,,,,,,,,,,
2022-10-26,37.71,36.3,39.42,32.65,29.65,36.57,,,,,,,,,,,,,,,,,,
2022-10-27,37.77,36.39,39.52,32.56,29.51,36.57,,,,,,,,,,,,,,,,,,
2022-10-28,37.8,36.48,39.61,32.48,29.41,36.55,,,,,,,,,,,,,,,,,,
2022-10-29,37.83,36.51,39.59,32.39,29.35,36.46,,,,,,,,,,,,,,,,,,
2022-10-30,37.85,36.51,39.6,32.3,29.19,36.34,,,,,,,,,,,,,35.0,27.0,,,,
2022-10-31,37.86,36.55,39.65,32.21,29.04,36.23,,,,,,,,,,,,,,,,,,
2022-11-01,37.86,36.53,39.64,32.11,28.86,36.1,,,,,,,,,,,,,,,,,,
2022-11-02,37.85,36.52,39.61,32.0,28.65,36.01,,,,,,,,,,,,,38.0,25.0,,,,
2022-11-03,37.84,36.47,39.56,31.89,28.5,35.82,,,,,,,,,,,,,,,,,,
2022-11-04,37.83,36.45,39.55,31.78,28.42,35.75,,,,,,,,,,,,,,,,,,
2022-11-05,37.81,36.44,39.47,31.68,28.39,35.61,,,,,,,,,,,,,,,,,,
2022-11-06,37.79,36.45,39.44,31.58,28.38,35.41,,,,,,,,,,,,,,,,,,
2022-11-07,37.76,36.48,39.44,31.49,28.34,35.28,,,,,,,,,,,,,,,,,,
2022-11-08,37.74,36.52,39.4,31.41,28.28,35.14,,,,,,,,,,,,,,,,,,
2022-11-09,37.7,36.49,39.34,31.34,28.33,35.19,,,,,,,,,,,,,40.0,24.0,,,,
