date,Positive,Positive (low),Positive (high),Negative,Negative (low),Negative (high),Positive (under-50s),Positive (under-50s) (low),Positive (under-50s) (high),Negative (under-50s),Negative (under-50s) (low),Negative (under-50s) (high),Positive (over-50s),Positive (over-50s) (low),Positive (over-50s) (high),Negative (over-50s),Negative (over-50s) (low),Negative (over-50s) (high),Positive (poll),Negative (poll),Positive (under-50s) (poll),Negative (under-50s) (poll),Positive (over-50s) (poll),Negative (over-50s) (poll)
2024-12-04,23.9,22.26,25.59,57.75,55.01,60.13,28.39,26.42,30.09,48.96,45.65,51.99,19.46,17.9,21.15,65.8,62.98,68.57,27.0,61.0,31.0,53.0,23.0,67.0
2024-12-05,23.86,22.19,25.62,57.97,55.26,60.3,28.31,26.38,30.03,49.3,45.89,52.21,19.45,17.88,21.17,65.95,63.21,68.71,,,,,,
2024-12-06,23.82,22.19,25.57,58.19,55.62,60.46,28.23,26.34,30.0,49.64,46.38,52.35,19.44,17.86,21.22,66.1,63.33,68.78,,,,,,
2024-12-07,23.78,22.15,25.51,58.4,55.99,60.64,28.13,26.27,29.94,49.97,46.98,52.54,19.42,17.8,21.24,66.24,63.44,68.86,,,,,,
2024-12-08,23.73,22.14,25.53,58.6,56.37,60.88,28.04,26.23,29.89,50.29,47.35,52.78,19.4,17.73,21.21,66.37,63.61,68.96,,,,,,
2024-12-09,23.68,22.13,25.53,58.79,56.52,61.08,27.94,26.19,29.83,50.6,47.72,53.06,19.38,17.72,21.24,66.48,63.74,68.98,,,,,,
2024-12-10,23.63,22.04,25.5,58.96,56.7,61.27,27.85,26.15,29.69,50.9,48.33,53.33,19.36,17.72,21.28,66.59,63.81,69.11,19.0,55.0,23.0,47.0,15.0,61.0
2024-12-11,23.58,21.96,25.49,59.12,56.97,61.29,27.76,26.09,29.65,51.17,48.72,53.58,19.34,17.72,21.32,66.68,63.87,69.12,,,,,,
2024-12-12,23.53,21.91,25.45,59.27,57.23,61.43,27.67,26.06,29.55,51.41,49.15,53.81,19.32,17.69,21.29,66.76,63.94,69.24,,,,,,
2024-12-13,23.49,21.86,25.44,59.39,57.34,61.6,27.6,25.98,29.5,51.62,49.41,54.03,19.3,17.6,21.27,66.83,64.03,69.31,,,,,,
2024-12-14,23.45,21.82,25.45,59.49,57.43,61.75,27.53,25.9,29.49,51.81,49.62,54.19,19.28,17.62,21.27,66.88,64.13,69.32,,,,,,
2024-12-15,23.42,21.85,25.45,59.57,57.52,62.03,27.48,25.89,29.49,51.96,49.79,54.32,19.26,17.64,21.28,66.93,64.18,69.41,,,,,,
2024-12-16,23.4,21.83,25.44,59.63,57.62,62.16,27.43,25.89,29.46,52.07,49.94,54.49,19.25,17.65,21.31,66.95,64.18,69.49,25.0,66.0,29.0,58.0,21.0,72.0
2024-12-17,23.38,21.78,25.42,59.67,57.68,62.29,27.4,25.82,29.43,52.15,50.05,54.66,19.24,17.61,21.36,66.97,64.19,69.49,,,,,,
2024-12-18,23.36,21.75,25.4,59.7,57.73,62.37,27.37,25.77,29.41,52.21,50.08,54.74,19.23,17.57,21.38,66.98,64.23,69.46,,,,,,
2024-12-19,23.34,21.79,25.38,59.7,57.73,62.37,27.35,25.8,29.39,52.23,50.13,54.8,19.22,17.55,21.36,66.97,64.24,69.5,,,,,,
2024-12-20,23.33,21.78,25.37,59.69,57.67,62.34,27.33,25.78,29.37,52.24,50.08,54.85,19.21,17.52,21.35,66.97,64.31,69.52,22.0,54.0,26.0,46.0,18.0,60.0
2024-12-21,23.32,21.8,25.36,59.68,57.6,62.28,27.32,25.8,29.36,52.23,50.12,54.81,19.2,17.47,21.33,66.95,64.34,69.53,,,,,,
2024-12-22,23.31,21.75,25.33,59.65,57.56,62.19,27.31,25.75,29.33,52.21,50.16,54.76,19.18,17.5,21.3,66.94,64.39,69.52,,,,,,
2024-12-23,23.3,21.76,25.31,59.63,57.53,62.15,27.31,25.76,29.32,52.18,50.1,54.67,19.17,17.53,21.24,66.92,64.42,69.49,24.0,60.5,28.0,53.5,19.5,70.5
2024-12-24,23.29,21.77,25.29,59.59,57.48,62.12,27.3,25.77,29.3,52.13,50.04,54.56,19.15,17.55,21.18,66.91,64.46,69.45,,,,,,
2024-12-25,23.28,21.78,25.27,59.56,57.45,62.05,27.3,25.78,29.29,52.09,49.97,54.44,19.14,17.57,21.12,66.89,64.53,69.4,,,,,,
2024-12-26,23.27,21.8,25.25,59.53,57.38,62.0,27.3,25.8,29.28,52.03,49.89,54.37,19.12,17.59,21.1,66.88,64.54,69.35,,,,,,
2024-12-27,23.25,21.8,25.23,59.49,57.33,61.97,27.3,25.81,29.27,51.97,49.82,54.29,19.1,17.55,21.07,66.87,64.57,69.31,,,,,,
2024-12-28,23.24,21.78,25.21,59.45,57.28,61.87,27.31,25.83,29.25,51.9,49.75,54.22,19.08,17.54,21.04,66.86,64.57,69.26,,,,,,
2024-12-29,23.23,21.77,25.19,59.41,57.22,61.79,27.31,25.85,29.24,51.83,49.47,54.16,19.06,17.54,21.02,66.85,64.55,69.18,,,,,,
2024-12-30,23.22,21.75,25.17,59.38,57.17,61.77,27.32,25.87,29.23,51.76,49.21,54.11,19.03,17.51,21.02,66.84,64.54,69.16,,,,,,
2024-12-31,23.21,21.73,25.15,59.34,57.12,61.74,27.33,25.86,29.21,51.68,49.11,54.03,19.01,17.49,21.05,66.83,64.52,69.13,,,,,,
2025-01-01,23.21,21.72,25.13,59.3,57.07,61.72,27.34,25.86,29.21,51.6,49.06,53.95,18.99,17.47,21.02,66.82,64.51,69.16,,,,,,
2025-01-02,23.2,21.7,25.16,59.25,57.03,61.69,27.35,25.86,29.2,51.52,49.02,53.87,18.96,17.44,20.97,66.82,64.49,69.18,,,,,,
2025-01-03,23.19,21.69,25.15,59.21,56.98,61.67,27.36,25.87,29.21,51.43,48.99,53.86,18.93,17.41,20.93,66.81,64.45,69.2,26.0,68.0,30.0,61.0,22.0,75.0
2025-01-04,23.18,21.67,25.12,59.17,56.96,61.64,27.37,25.88,29.21,51.34,48.86,53.87,18.9,17.38,20.88,66.8,64.4,69.22,,,,,,
2025-01-05,23.17,21.66,25.09,59.13,56.97,61.6,27.39,25.9,29.26,51.24,48.77,53.84,18.87,17.35,20.82,66.79,64.38,69.2,,,,,,
2025-01-06,23.16,21.64,25.05,59.08,56.87,61.55,27.4,25.94,29.3,51.14,48.68,53.85,18.84,17.32,20.75,66.78,64.47,69.17,,,,,,
2025-01-07,23.15,21.62,25.06,59.03,56.83,61.56,27.42,25.97,29.3,51.04,48.56,53.86,18.81,17.27,20.7,66.77,64.47,69.14,,,,,,
2025-01-08,23.14,21.59,25.01,58.99,56.77,61.52,27.44,25.93,29.3,50.93,48.41,53.85,18.78,17.27,20.74,66.75,64.48,69.1,,,,,,
2025-01-09,23.13,21.57,24.96,58.94,56.69,61.49,27.45,25.93,29.34,50.82,48.16,53.83,18.74,17.26,20.8,66.73,64.49,69.05,,,,,,
2025-01-10,23.12,21.6,24.95,58.88,56.69,61.46,27.46,25.92,29.33,50.7,47.94,53.77,18.71,17.23,20.82,66.7,64.5,69.0,21.0,56.0,25.0,49.0,17.0,63.0
2025-01-11,23.11,21.63,24.96,58.83,56.6,61.43,27.48,25.89,29.32,50.59,47.82,53.77,18.67,17.19,20.78,66.67,64.48,68.94,,,,,,
2025-01-12,23.1,21.66,24.96,58.77,56.52,61.5,27.49,25.95,29.37,50.47,47.65,53.71,18.63,17.13,20.74,66.64,64.54,68.87,,,,,,
2025-01-13,23.08,21.61,25.0,58.71,56.45,61.53,27.5,26.01,29.37,50.34,47.52,53.61,18.59,17.07,20.7,66.6,64.53,68.88,,,,,,
2025-01-14,23.07,21.62,25.03,58.64,56.36,61.45,27.5,26.01,29.4,50.21,47.33,53.58,18.54,16.99,20.69,66.55,64.49,68.9,,,,,,
2025-01-15,23.04,21.55,25.06,58.58,56.27,61.46,27.51,25.99,29.46,50.08,47.13,53.61,18.5,16.89,20.66,66.5,64.45,68.9,,,,,,
2025-01-16,23.02,21.54,25.08,58.51,56.19,61.43,27.5,25.97,29.52,49.95,46.94,53.59,18.45,16.84,20.66,66.45,64.44,68.88,,,,,,
2025-01-17,23.0,21.47,25.02,58.43,56.12,61.39,27.5,25.95,29.56,49.82,46.73,53.65,18.4,16.78,20.61,66.39,64.36,68.9,29.0,64.0,33.0,57.0,25.0,71.0
2025-01-18,22.97,21.41,24.98,58.36,56.02,61.33,27.49,25.91,29.58,49.68,46.6,53.57,18.35,16.69,20.55,66.33,64.3,68.84,,,,,,
2025-01-19,22.95,21.41,25.01,58.29,55.95,61.26,27.48,25.87,29.57,49.55,46.34,53.56,18.3,16.63,20.51,66.27,64.25,68.79,,,,,,
2025-01-20,22.93,21.39,25.0,58.21,55.83,61.16,27.46,25.79,29.56,49.42,46.12,53.41,18.25,16.57,20.48,66.21,64.2,68.74,,,,,,
2025-01-21,22.9,21.37,24.92,58.14,55.8,61.08,27.44,25.72,29.56,49.29,45.95,53.24,18.2,16.53,20.47,66.16,64.16,68.69,,,,,,
2025-01-22,22.88,21.35,24.94,58.07,55.76,61.03,27.42,25.62,29.55,49.16,45.69,53.15,18.15,16.45,20.42,66.1,64.11,68.63,,,,,,
2025-01-23,22.86,21.34,24.88,57.99,55.74,61.0,27.39,25.59,29.56,49.04,45.5,53.09,18.11,16.36,20.34,66.05,64.09,68.56,21.0,55.0,25.0,45.0,16.0,64.0
2025-01-24,22.85,21.34,24.87,57.92,55.7,60.9,27.36,25.53,29.59,48.91,45.33,52.96,18.06,16.26,20.33,66.0,64.06,68.47,,,,,,
2025-01-25,22.83,21.3,24.87,57.85,55.66,60.73,27.33,25.53,29.61,48.79,45.18,52.86,18.02,16.23,20.31,65.95,63.97,68.39,,,,,,
2025-01-26,22.82,21.3,24.89,57.77,55.62,60.53,27.3,25.41,29.68,48.67,45.02,52.75,17.98,16.19,20.31,65.91,63.9,68.23,,,,,,
2025-01-27,22.8,21.31,24.95,57.69,55.59,60.45,27.26,25.27,29.67,48.54,44.9,52.64,17.94,16.14,20.31,65.87,63.88,68.14,,,,,,
2025-01-28,22.79,21.33,24.99,57.61,55.57,60.32,27.22,25.24,29.65,48.41,44.89,52.52,17.89,16.1,20.32,65.83,63.87,68.06,22.0,55.0,30.0,40.0,16.0,65.0
2025-01-29,22.78,21.33,24.93,57.53,55.56,60.09,27.19,25.11,29.65,48.28,44.66,52.46,17.85,16.05,20.33,65.8,63.89,67.97,,,,,,
2025-01-30,22.77,21.36,24.86,57.45,55.55,60.01,27.15,25.01,29.6,48.16,44.48,52.31,17.81,16.04,20.36,65.78,63.94,67.88,,,,,,
2025-01-31,22.76,21.36,24.79,57.38,55.55,59.95,27.11,24.95,29.61,48.03,44.35,52.32,17.77,16.03,20.39,65.76,64.0,67.81,,,,,,
2025-02-01,22.75,21.35,24.76,57.3,55.55,59.87,27.08,24.93,29.63,47.9,44.18,52.21,17.73,16.03,20.37,65.75,64.07,67.73,,,,,,
2025-02-02,22.74,21.37,24.72,57.22,55.56,59.8,27.04,24.91,29.64,47.77,43.95,52.02,17.68,16.01,20.35,65.74,64.14,67.66,,,,,,
2025-02-03,22.74,21.38,24.68,57.15,55.57,59.71,27.01,24.86,29.63,47.63,43.92,51.82,17.64,15.98,20.33,65.74,64.21,67.6,,,,,,
2025-02-04,22.73,21.38,24.67,57.07,55.59,59.66,26.97,24.8,29.62,47.49,43.8,51.83,17.59,15.94,20.46,65.74,64.24,67.56,,,,,,
2025-02-05,22.72,21.44,24.76,57.0,55.56,59.59,26.93,24.69,29.61,47.35,43.56,51.86,17.54,15.94,20.61,65.75,64.25,67.43,,,,,,
2025-02-06,22.72,21.47,24.86,56.93,55.53,59.54,26.89,24.67,29.59,47.21,43.38,51.66,17.48,15.89,20.77,65.76,64.28,67.44,,,,,,
2025-02-07,22.71,21.52,24.99,56.87,55.5,59.53,26.86,24.65,29.75,47.07,43.27,51.53,17.43,15.83,20.81,65.79,64.31,67.45,22.0,56.0,27.0,44.0,15.0,65.0
2025-02-08,22.72,21.59,25.13,56.82,55.45,59.51,26.83,24.68,29.59,46.93,43.13,51.45,17.37,15.79,20.79,65.82,64.29,67.5,,,,,,
2025-02-09,22.73,21.61,25.12,56.77,55.43,59.5,26.83,24.73,29.64,46.8,43.09,51.36,17.32,15.75,20.74,65.86,64.28,67.52,,,,,,
2025-02-10,22.75,21.67,25.11,56.74,55.43,59.6,26.84,24.74,29.93,46.68,42.97,51.21,17.26,15.72,20.56,65.91,64.39,67.63,,,,,,
2025-02-11,22.78,21.75,25.23,56.72,55.46,59.45,26.87,24.71,30.08,46.56,42.95,51.02,17.21,15.72,20.6,65.97,64.5,67.71,,,,,,
2025-02-12,22.83,21.86,25.21,56.71,55.51,59.41,26.92,24.82,30.43,46.45,42.95,50.64,17.16,15.72,20.52,66.04,64.63,67.73,,,,,,
2025-02-13,22.88,21.92,25.13,56.7,55.58,59.35,27.0,24.73,31.29,46.34,42.83,50.35,17.11,15.72,20.3,66.1,64.84,67.78,,,,,,
2025-02-14,22.95,21.96,25.71,56.69,55.61,59.36,27.1,24.68,31.94,46.24,42.76,50.12,17.06,15.73,20.05,66.16,64.92,67.79,,,,,,
2025-02-15,23.03,22.03,25.81,56.68,55.6,59.32,27.22,24.73,32.6,46.15,42.77,49.87,17.02,15.81,19.82,66.22,64.97,67.71,,,,,,
2025-02-16,23.12,22.12,25.89,56.68,55.65,59.45,27.36,24.81,33.36,46.07,42.57,49.38,16.99,15.87,19.66,66.27,64.99,67.78,,,,,,
2025-02-17,23.22,22.16,26.26,56.68,55.5,59.12,27.52,24.88,34.27,46.01,42.6,49.15,16.97,15.94,19.34,66.31,65.0,67.79,,,,,,
2025-02-18,23.33,22.22,26.45,56.68,55.48,59.1,27.7,24.91,34.95,45.96,42.57,48.91,16.96,15.94,19.14,66.34,65.07,67.8,,,,,,
2025-02-19,23.45,22.25,26.79,56.69,55.45,59.23,27.9,24.8,35.47,45.93,42.53,48.46,16.96,15.91,18.83,66.37,64.98,67.84,,,,,,
2025-02-20,23.59,22.2,26.96,56.69,55.31,59.35,28.12,24.82,35.69,45.89,42.62,48.25,16.97,15.92,18.52,66.39,64.9,67.87,,,,,,
2025-02-21,23.73,22.22,27.03,56.69,55.12,59.01,28.35,24.71,36.28,45.86,42.66,48.08,17.0,15.93,18.37,66.41,64.8,67.93,,,,,,
2025-02-22,23.87,22.28,27.3,56.7,54.95,59.0,28.59,24.58,36.57,45.84,42.76,48.09,17.04,15.94,18.22,66.43,64.72,67.9,,,,,,
2025-02-23,24.02,22.3,27.44,56.7,54.78,58.93,28.82,24.45,36.91,45.83,42.78,47.98,17.09,16.0,18.16,66.44,64.59,67.89,23.0,57.0,22.0,51.0,18.0,68.0
2025-02-24,24.16,22.34,27.46,56.7,54.67,58.97,29.05,24.36,37.17,45.81,42.83,47.94,17.15,16.05,18.15,66.44,64.48,67.88,,,,,,
2025-02-25,24.29,22.37,27.48,56.7,54.43,59.1,29.26,24.47,37.33,45.8,42.88,47.99,17.21,16.13,18.19,66.44,64.38,67.84,,,,,,
2025-02-26,24.42,22.42,27.63,56.69,54.32,59.05,29.46,24.65,37.29,45.79,42.89,47.97,17.27,16.19,18.21,66.43,64.32,67.86,,,,,,
2025-02-27,24.52,22.45,27.65,56.67,54.34,58.94,29.64,24.69,37.14,45.76,42.9,47.8,17.33,16.26,18.24,66.41,64.39,67.87,,,,,,
2025-02-28,24.61,22.47,27.72,56.64,54.23,58.98,29.79,24.78,37.25,45.73,42.91,47.72,17.38,16.35,18.23,66.38,64.33,67.92,,,,,,
2025-03-01,24.68,22.48,27.77,56.6,54.14,58.99,29.93,24.96,37.31,45.69,42.99,47.64,17.42,16.42,18.23,66.35,64.26,67.95,,,,,,
2025-03-02,24.74,22.5,27.81,56.56,54.01,58.98,30.05,24.89,37.12,45.64,43.0,47.63,17.46,16.48,18.23,66.31,64.16,67.91,,,,,,
2025-03-03,24.79,22.51,27.78,56.52,54.0,58.96,30.15,24.95,37.05,45.58,42.95,47.6,17.49,16.58,18.24,66.26,64.07,68.02,,,,,,
2025-03-04,24.83,22.52,27.79,56.47,54.0,59.01,30.25,25.02,37.07,45.52,42.93,47.59,17.51,16.64,18.24,66.21,64.01,68.1,,,,,,
2025-03-05,24.86,22.54,27.79,56.42,53.97,58.99,30.34,25.09,37.06,45.45,42.93,47.56,17.54,16.67,18.24,66.16,64.01,68.05,,,,,,
2025-03-06,24.89,22.57,27.79,56.37,53.9,58.93,30.41,25.18,37.05,45.38,42.9,47.52,17.56,16.75,18.25,66.11,63.97,67.98,,,,,,
2025-03-07,24.9,22.57,27.77,56.32,53.83,58.97,30.49,25.27,37.0,45.3,42.86,47.46,17.58,16.77,18.26,66.06,63.97,67.95,,,,,,
2025-03-08,24.91,22.56,27.68,56.26,53.77,58.94,30.55,25.37,36.94,45.22,42.83,47.37,17.59,16.84,18.26,66.01,63.91,67.86,,,,,,
2025-03-09,24.92,22.55,27.59,56.21,53.75,58.94,30.6,25.47,36.86,45.14,42.8,47.24,17.6,16.84,18.25,65.96,63.83,67.8,,,,,,
2025-03-10,24.91,22.54,27.51,56.15,53.77,58.87,30.64,25.59,36.76,45.05,42.75,47.09,17.61,16.89,18.27,65.9,63.76,67.76,,,,,,
2025-03-11,24.9,22.54,27.44,56.1,53.81,58.82,30.67,25.69,36.41,44.97,42.73,46.92,17.62,16.87,18.28,65.85,63.73,67.72,,,,,,
2025-03-12,24.88,22.54,27.49,56.05,53.8,58.81,30.7,25.79,36.05,44.88,42.68,46.88,17.62,16.91,18.29,65.8,63.75,67.72,,,,,,
2025-03-13,24.86,22.54,27.4,56.0,53.8,58.77,30.71,25.76,35.89,44.79,42.66,46.85,17.61,16.89,18.3,65.75,63.77,67.76,,,,,,
2025-03-14,24.83,22.54,27.33,55.95,53.8,58.71,30.72,25.89,35.95,44.71,42.69,46.77,17.6,16.89,18.28,65.7,63.75,67.72,,,,,,
2025-03-15,24.8,22.53,27.21,55.9,53.81,58.68,30.71,26.03,35.99,44.63,42.73,46.55,17.59,16.91,18.27,65.65,63.76,67.64,,,,,,
2025-03-16,24.76,22.53,27.25,55.86,53.87,58.62,30.69,25.98,35.9,44.56,42.71,46.36,17.58,16.91,18.27,65.6,63.77,67.54,,,,,,
2025-03-17,24.71,22.52,27.25,55.81,53.92,58.49,30.66,26.0,35.78,44.49,42.73,46.29,17.57,16.91,18.28,65.56,63.8,67.45,31.0,62.0,43.0,46.0,19.0,70.0
2025-03-18,24.66,22.52,27.09,55.77,53.91,58.32,30.61,25.99,35.47,44.43,42.74,46.13,17.55,16.92,18.28,65.52,63.84,67.39,,,,,,
2025-03-19,24.6,22.47,27.06,55.73,53.94,58.14,30.55,25.99,35.29,44.38,42.73,45.97,17.54,16.91,18.28,65.48,63.86,67.32,,,,,,
2025-03-20,24.54,22.43,27.01,55.69,53.96,58.05,30.49,26.11,35.31,44.34,42.78,45.8,17.53,16.9,18.29,65.45,63.87,67.23,,,,,,
2025-03-21,24.48,22.43,26.88,55.66,53.98,58.02,30.41,26.05,35.06,44.31,42.82,45.64,17.52,16.87,18.3,65.41,63.93,67.15,24.0,53.0,29.0,44.0,18.0,64.0
2025-03-22,24.41,22.42,26.73,55.62,54.01,57.92,30.32,26.04,34.7,44.29,42.9,45.52,17.52,16.85,18.31,65.37,63.99,67.07,,,,,,
2025-03-23,24.35,22.39,26.64,55.59,54.04,57.76,30.22,26.07,34.48,44.29,42.97,45.45,17.51,16.85,18.33,65.33,64.01,66.98,,,,,,
2025-03-24,24.28,22.34,26.51,55.56,54.08,57.63,30.11,26.11,34.29,44.3,43.02,45.5,17.51,16.84,18.31,65.29,64.03,66.89,,,,,,
2025-03-25,24.21,22.31,26.38,55.53,54.11,57.53,29.99,26.11,34.09,44.31,43.08,45.52,17.52,16.86,18.33,65.25,64.03,66.81,,,,,,
2025-03-26,24.14,22.26,26.3,55.51,54.13,57.47,29.87,26.07,33.86,44.34,43.13,45.55,17.52,16.87,18.34,65.22,64.04,66.72,,,,,,
2025-03-27,24.06,22.23,26.18,55.48,54.17,57.4,29.73,26.03,33.64,44.37,43.21,45.53,17.52,16.88,18.35,65.18,64.05,66.67,24.0,54.0,32.0,40.0,16.0,62.0
2025-03-28,23.99,22.23,26.03,55.46,54.18,57.33,29.6,25.99,33.32,44.41,43.26,45.5,17.52,16.89,18.34,65.15,64.06,66.55,22.0,54.0,26.0,44.0,17.0,65.0
2025-03-29,23.91,22.2,25.86,55.44,54.24,57.2,29.45,26.01,33.11,44.45,43.31,45.55,17.52,16.9,18.33,65.12,64.08,66.46,,,,,,
2025-03-30,23.82,22.2,25.67,55.43,54.26,57.13,29.3,26.02,32.88,44.5,43.42,45.62,17.52,16.91,18.33,65.09,64.09,66.4,,,,,,
2025-03-31,23.74,22.19,25.54,55.42,54.29,57.06,29.15,26.03,32.66,44.55,43.47,45.65,17.51,16.92,18.33,65.07,64.1,66.35,,,,,,
2025-04-01,23.66,22.19,25.43,55.41,54.34,57.0,28.99,26.04,32.37,44.6,43.48,45.72,17.51,16.9,18.29,65.06,64.12,66.3,,,,,,
2025-04-02,23.57,22.19,25.25,55.4,54.37,56.91,28.83,26.03,32.1,44.65,43.55,45.76,17.5,16.88,18.28,65.04,64.09,66.24,,,,,,
2025-04-03,23.49,22.19,25.06,55.39,54.43,56.83,28.68,26.0,31.91,44.7,43.62,45.82,17.49,16.88,18.27,65.04,64.14,66.2,,,,,,
2025-04-04,23.4,22.15,24.94,55.39,54.49,56.75,28.52,25.95,31.7,44.75,43.66,45.88,17.47,16.85,18.23,65.03,64.15,66.16,,,,,,
2025-04-05,23.32,22.1,24.83,55.38,54.54,56.67,28.37,25.91,31.49,44.8,43.7,45.91,17.46,16.84,18.22,65.03,64.16,66.11,,,,,,
2025-04-06,23.24,22.09,24.71,55.38,54.59,56.59,28.23,25.89,31.19,44.84,43.74,45.97,17.45,16.81,18.19,65.02,64.18,66.11,,,,,,
2025-04-07,23.16,22.08,24.59,55.37,54.62,56.51,28.09,25.89,30.94,44.88,43.78,46.02,17.43,16.79,18.16,65.02,64.18,66.09,,,,,,
2025-04-08,23.07,22.06,24.46,55.37,54.64,56.43,27.94,25.89,30.72,44.92,43.81,46.06,17.41,16.76,18.13,65.02,64.17,66.07,,,,,,
2025-04-09,22.99,22.07,24.3,55.36,54.66,56.36,27.81,25.84,30.49,44.96,43.84,46.05,17.4,16.74,18.1,65.02,64.18,66.04,,,,,,
2025-04-10,22.91,21.99,24.07,55.36,54.68,56.28,27.67,25.8,30.21,44.99,43.87,46.05,17.38,16.71,18.07,65.02,64.17,66.02,,,,,,
2025-04-11,22.83,21.91,23.97,55.36,54.7,56.21,27.53,25.78,29.85,45.03,43.9,46.09,17.36,16.69,18.04,65.02,64.16,66.0,25.0,55.0,30.0,45.0,19.0,65.0
2025-04-12,22.75,21.87,23.88,55.36,54.72,56.13,27.4,25.78,29.55,45.07,43.92,46.12,17.34,16.64,18.02,65.02,64.16,65.98,,,,,,
2025-04-13,22.68,21.83,23.72,55.35,54.75,56.06,27.27,25.77,29.33,45.11,43.96,46.15,17.32,16.57,18.03,65.03,64.19,65.94,,,,,,
2025-04-14,22.6,21.74,23.54,55.35,54.77,56.0,27.14,25.75,29.14,45.15,44.0,46.18,17.3,16.5,18.04,65.03,64.14,65.94,20.0,55.0,24.0,43.0,15.0,65.0
2025-04-15,22.52,21.68,23.42,55.35,54.8,55.96,27.02,25.72,28.83,45.2,44.06,46.27,17.28,16.44,18.01,65.03,64.14,65.94,,,,,,
2025-04-16,22.45,21.61,23.31,55.36,54.82,55.97,26.9,25.69,28.58,45.24,44.13,46.33,17.26,16.4,18.02,65.04,64.17,65.96,,,,,,
2025-04-17,22.38,21.58,23.25,55.36,54.85,55.89,26.78,25.69,28.3,45.29,44.18,46.36,17.24,16.37,18.01,65.05,64.22,65.97,,,,,,
2025-04-18,22.31,21.53,23.16,55.37,54.88,55.87,26.67,25.69,28.06,45.34,44.21,46.39,17.22,16.34,18.02,65.06,64.16,65.96,,,,,,
2025-04-19,22.25,21.43,23.13,55.38,54.9,55.83,26.57,25.56,27.91,45.39,44.29,46.42,17.2,16.31,18.02,65.07,64.16,66.01,,,,,,
2025-04-20,22.19,21.35,23.07,55.39,54.9,55.82,26.48,25.52,27.72,45.45,44.35,46.47,17.18,16.28,18.02,65.08,64.14,66.03,,,,,,
2025-04-21,22.13,21.26,23.05,55.4,54.92,55.81,26.39,25.49,27.6,45.5,44.42,46.56,17.17,16.24,18.02,65.09,64.14,66.07,22.5,55.0,25.0,46.5,18.0,66.0
2025-04-22,22.09,21.14,23.03,55.42,54.94,55.83,26.32,25.47,27.48,45.55,44.46,46.63,17.16,16.19,18.02,65.11,64.14,66.1,,,,,,
2025-04-23,22.04,21.13,22.99,55.44,54.96,55.84,26.26,25.42,27.35,45.6,44.55,46.64,17.14,16.16,18.01,65.13,64.14,66.13,,,,,,
2025-04-24,22.01,21.07,22.95,55.45,54.98,55.87,26.21,25.38,27.27,45.64,44.62,46.64,17.13,16.13,18.01,65.15,64.14,66.16,,,,,,
2025-04-25,21.98,21.05,22.89,55.47,55.0,55.9,26.18,25.35,27.18,45.68,44.68,46.68,17.12,16.11,18.01,65.17,64.15,66.18,22.0,56.0,26.0,48.0,18.0,63.0
2025-04-26,21.96,21.04,22.86,55.49,55.02,55.92,26.17,25.35,27.11,45.72,44.73,46.72,17.12,16.09,17.99,65.19,64.15,66.18,,,,,,
2025-04-27,21.94,21.03,22.83,55.5,55.04,55.92,26.16,25.41,27.19,45.75,44.75,46.79,17.12,16.08,18.0,65.2,64.22,66.17,23.0,56.0,27.0,48.0,19.0,63.0
2025-04-28,21.94,21.03,22.83,55.51,55.06,55.9,26.18,25.48,27.16,45.77,44.76,46.81,17.12,16.11,18.01,65.22,64.24,66.18,,,,,,
2025-04-29,21.94,21.05,22.82,55.52,55.07,55.91,26.21,25.5,27.23,45.78,44.75,46.95,17.12,16.11,18.0,65.23,64.29,66.18,,,,,,
2025-04-30,21.94,21.08,22.81,55.52,55.09,55.93,26.25,25.5,27.36,45.78,44.67,46.98,17.13,16.13,17.99,65.24,64.3,66.18,,,,,,
2025-05-01,21.96,21.12,22.81,55.52,55.1,55.95,26.31,25.5,27.48,45.77,44.64,46.94,17.14,16.14,18.0,65.25,64.31,66.19,,,,,,
2025-05-02,21.98,21.17,22.86,55.52,55.09,55.94,26.38,25.52,27.63,45.75,44.6,46.97,17.15,16.2,18.03,65.25,64.33,66.19,22.0,56.0,26.0,46.0,17.0,66.0
2025-05-03,22.0,21.19,22.88,55.52,55.07,55.91,26.46,25.53,27.91,45.73,44.49,46.91,17.16,16.25,18.03,65.26,64.34,66.19,,,,,,
2025-05-04,22.03,21.23,22.92,55.52,55.08,55.89,26.55,25.52,28.05,45.7,44.42,46.93,17.17,16.29,18.03,65.27,64.35,66.19,19.0,57.0,25.0,43.0,14.0,69.0
2025-05-05,22.06,21.21,23.03,55.52,55.07,55.88,26.64,25.5,28.17,45.67,44.35,46.95,17.19,16.34,18.04,65.27,64.36,66.19,,,,,,
2025-05-06,22.08,21.19,23.15,55.51,55.06,55.88,26.74,25.51,28.4,45.63,44.27,46.97,17.2,16.35,18.1,65.28,64.35,66.19,,,,,,
2025-05-07,22.11,21.18,23.29,55.52,55.06,55.89,26.84,25.46,28.69,45.59,44.23,47.0,17.22,16.36,18.12,65.29,64.38,66.21,,,,,,
2025-05-08,22.14,21.14,23.38,55.52,55.05,55.91,26.94,25.44,28.97,45.56,44.14,47.02,17.23,16.35,18.14,65.3,64.41,66.22,,,,,,
2025-05-09,22.17,21.13,23.5,55.52,55.04,55.93,27.04,25.43,29.26,45.52,44.03,47.05,17.25,16.35,18.16,65.31,64.45,66.23,,,,,,
